,muts
746,1523517
747,1523670
748,1523930
749,1524037
750,1524099
751,1524200
752,1524305
753,1524562
754,1524594
755,1524711
756,1524757
757,1524826
758,1524857
759,1524876
760,1524908
761,1524956
762,1525038
763,1525092
764,1525154
765,1525193
766,1525348
767,1525405
768,1525455
769,1525509
770,1525711
771,1525773
772,1525927
773,1525944
774,1525960
775,1526609
776,1527052
777,1527068
778,1527239
779,1527436
780,1527604
781,1527845
782,1528295
783,1528694
784,1528962
785,1528998
786,1529136
787,1529139
788,1529167
789,1529344
790,1529682
791,1529788
792,1530219
793,1530444
794,1530489
795,1530766
796,1530836
797,1530871
798,1530920
799,1531132
800,1531416
801,1531707
802,1531768
803,1531788
804,1531909
805,1531915
806,1532153
807,1532279
808,1532574
809,1532615
810,1532695
811,1533035
812,1533095
813,1533121
814,1533225
815,1533283
816,1533315
817,1533578
818,1533789
819,1533919
820,1533947
821,1534401
822,1534423
823,1534424
824,1535238
825,1535278
826,1535452
827,1535489
828,1535602
829,1535810
830,1535908
831,1536119
832,1536155
833,1536159
834,1536223
835,1536317
836,1536450
837,1536570
838,1536634
839,1536648
840,1536726
841,1536749
842,1536767
843,1536825
844,1536826
845,1537117
846,1537348
847,1537546
848,1537550
849,1537640
850,1537758
851,1537937
852,1537988
853,1538171
854,1538460
855,1538499
856,1538528
857,1538559
858,1538788
859,1539061
860,1539062
861,1539123
862,1539214
863,1539286
864,1539366
865,1539631
866,1539784
867,1540010
868,1540161
869,1540460
870,1540547
871,1540558
872,1540643
873,1540659
874,1540674
875,1540692
876,1540723
877,1540767
878,1540840
879,1540996
880,1541043
881,1541051
882,1541229
883,1541349
884,1541612
885,1541714
886,1541847
887,1541915
888,1542075
889,1542459
890,1542665
891,1542866
892,1542902
893,1543066
894,1543090
895,1543332
896,1543355
897,1543356
898,1543564
899,1543645
900,1543697
901,1543768
902,1543769
903,1543929
904,1544143
905,1544248
906,1544327
907,1544446
908,1544450
909,1544463
910,1544601
911,1544665
912,1544913
913,1544914
914,1544928
915,1544948
916,1544970
917,1544998
918,1545003
919,1545269
920,1546028
921,1546088
922,1546269
923,1546350
924,1546393
925,1546394
926,1546395
927,1546475
928,1546720
929,1546858
930,1547082
931,1547085
932,1547181
933,1547288
934,1547366
935,1547468
936,1547510
937,1547569
938,1547661
939,1547680
940,1547712
941,1547946
942,1547998
943,1548047
944,1548344
945,1548469
946,1548470
947,1548526
948,1548560
949,1548561
950,1548612
951,1548613
952,1548673
953,1548674
954,1548750
955,1548775
956,1548884
957,1548890
958,1549349
959,1549400
960,1549478
961,1549503
962,1549550
963,1549682
964,1549818
965,1550007
966,1550042
967,1550332
968,1550346
969,1550572
970,1550723
971,1550756
972,1550803
973,1550897
974,1550976
975,1551076
976,1551077
977,1551189
978,1551224
979,1551306
980,1551336
981,1551433
982,1551520
983,1551641
984,1551746
985,1551747
986,1551758
987,1552023
988,1552092
989,1552093
990,1552388
991,1552470
992,1552504
993,1552651
994,1552736
995,1552741
996,1552776
997,1552839
998,1552946
999,1553107
1000,1553131
1001,1553177
1002,1553433
1003,1553585
1004,1553602
1005,1553905
1006,1553907
1007,1554032
1008,1554072
1009,1554296
1010,1554325
1011,1554385
1012,1554999
1013,1555001
1014,1555023
1015,1555032
1016,1555154
1017,1555403
1018,1555450
1019,1555714
1020,1555715
1021,1555916
1022,1556169
1023,1556212
1024,1556381
1025,1556383
1026,1556462
1027,1556575
1028,1556592
1029,1556620
1030,1556640
1031,1556646
1032,1556679
1033,1556729
1034,1556829
1035,1556901
1036,1556902
1037,1557317
1038,1557408
1039,1557427
1040,1557436
1041,1557499
1042,1557560
1043,1557561
1044,1557632
1045,1557885
1046,1557886
1047,1557977
1048,1557989
1049,1558087
1050,1558266
1051,1558404
1052,1558459
1053,1558460
1054,1558626
1055,1558657
1056,1558817
1057,1559266
1058,1559310
1059,1559328
1060,1559430
1061,1559549
1062,1559580
1063,1559595
1064,1559599
1065,1559897
1066,1559926
1067,1560371
1068,1560432
1069,1560445
1070,1560446
1071,1560452
1072,1560473
1073,1560512
1074,1560533
1075,1560690
1076,1561194
1077,1561325
1078,1561344
1079,1561378
1080,1561411
1081,1561776
1082,1561936
1083,1562039
1084,1562060
1085,1562084
1086,1562112
1087,1562396
1088,1562406
1089,1562407
1090,1562669
1091,1562708
1092,1562792
1093,1562815
1094,1562926
1095,1562951
1096,1563000
1097,1563053
1098,1563260
1099,1563350
1100,1563506
1101,1563533
1102,1563773
1103,1563884
1104,1564062
1105,1564109
1106,1564146
1107,1564272
1108,1564441
1109,1564539
1110,1564559
1111,1564587
1112,1564637
1113,1564699
1114,1564711
1115,1564732
1116,1564799
1117,1564827
1118,1564954
1119,1565065
1120,1565071
1121,1565111
1122,1565355
1123,1565360
1124,1565702
1125,1566157
1126,1566359
1127,1566398
1128,1566435
1129,1566503
1130,1566630
1131,1566878
1132,1566896
1133,1566929
1134,1566962
1135,1566963
1136,1566986
1137,1567052
1138,1567056
1139,1567246
1140,1567251
1141,1567325
1142,1567447
1143,1567488
1144,1567703
1145,1567772
1146,1567834
1147,1567870
1148,1567893
1149,1568064
1150,1568210
1151,1568227
1152,1568280
1153,1568393
1154,1568406
1155,1568454
1156,1568483
1157,1568547
1158,1568735
1159,1568736
1160,1568758
1161,1568822
1162,1568903
1163,1569275
1164,1569296
1165,1569316
1166,1569339
1167,1569419
1168,1569444
1169,1569536
1170,1569569
1171,1569570
1172,1569718
1173,1569725
1174,1569879
1175,1569981
1176,1569982
1177,1569993
1178,1570147
1179,1570149
1180,1570257
1181,1570360
1182,1570373
1183,1570379
1184,1570418
1185,1570454
1186,1570608
1187,1570741
1188,1570882
1189,1571009
1190,1571022
1191,1571066
1192,1571188
1193,1571194
1194,1571217
1195,1571247
1196,1571450
1197,1571462
1198,1571592
1199,1571639
1200,1571666
1201,1571709
1202,1571744
1203,1571764
1204,1571979
1205,1572136
1206,1572152
1207,1572183
1208,1572277
1209,1572304
1210,1572324
1211,1572381
1212,1572415
1213,1572419
1214,1572458
1215,1572495
1216,1572525
1217,1572560
1218,1572584
1219,1572585
1220,1572682
1221,1572820
1222,1572879
1223,1572946
1224,1572972
1225,1573024
1226,1573046
1227,1573047
1228,1573152
1229,1573214
1230,1573303
1231,1573341
1232,1573369
1233,1573489
1234,1573490
1235,1573503
1236,1573558
1237,1573671
1238,1573762
1239,1573795
1240,1573858
1241,1573951
1242,1573952
1243,1574101
1244,1574216
1245,1574584
1246,1574708
1247,1574729
1248,1574871
1249,1575068
1250,1575147
1251,1575169
1252,1575184
1253,1575300
1254,1575344
1255,1575434
1256,1575473
1257,1575474
1258,1575568
1259,1575608
1260,1575656
1261,1575890
1262,1576048
1263,1576131
1264,1576158
1265,1576163
1266,1576234
1267,1576374
1268,1576395
1269,1576518
1270,1576527
1271,1576563
1272,1576572
1273,1576573
1274,1576680
1275,1576833
1276,1576878
1277,1576889
1278,1576973
1279,1577074
1280,1577077
1281,1577083
1282,1577144
1283,1577288
1284,1577323
1285,1577376
1286,1577389
1287,1577528
1288,1577529
1289,1577608
1290,1577617
1291,1577700
1292,1577900
1293,1577943
1294,1578046
1295,1578136
1296,1578137
1297,1578256
1298,1578293
1299,1578297
1300,1578334
1301,1578360
1302,1578401
1303,1578433
1304,1578522
1305,1578601
1306,1578630
1307,1578682
1308,1578702
1309,1578721
1310,1578771
1311,1578830
1312,1578936
1313,1578968
1314,1579017
1315,1579018
1316,1579022
1317,1579057
1318,1579195
1319,1579252
1320,1579372
1321,1579416
1322,1579446
1323,1579456
1324,1579550
1325,1579551
1326,1579552
1327,1579564
1328,1579644
1329,1579660
1330,1579722
1331,1580003
1332,1580143
1333,1580161
1334,1580162
1335,1580324
1336,1580338
1337,1580355
1338,1580356
1339,1580375
1340,1580380
1341,1580470
1342,1580537
1343,1580592
1344,1580764
1345,1580785
1346,1580788
1347,1580794
1348,1580817
1349,1580985
1350,1581138
1351,1581232
1352,1581235
1353,1581286
1354,1581379
1355,1581399
1356,1581445
1357,1581451
1358,1581456
1359,1581467
1360,1581468
1361,1581469
1362,1581535
1363,1581625
1364,1581721
1365,1581748
1366,1581785
1367,1581856
1368,1581858
1369,1581862
1370,1581916
1371,1581939
1372,1581949
1373,1582049
1374,1582117
1375,1582118
1376,1582149
1377,1582150
1378,1582220
1379,1582228
1380,1582243
1381,1582255
1382,1582294
1383,1582361
1384,1582426
1385,1582726
1386,1582877
1387,1582927
1388,1583081
1389,1583082
1390,1583145
1391,1583207
1392,1583382
1393,1583630
1394,1583654
1395,1583684
1396,1583696
1397,1583760
1398,1583801
1399,1583868
1400,1583892
1401,1583898
1402,1583962
1403,1583988
1404,1584080
1405,1584104
1406,1584105
1407,1584127
1408,1584368
1409,1584405
1410,1584408
1411,1584413
1412,1584414
1413,1584447
1414,1584452
1415,1584611
1416,1584622
1417,1584637
1418,1584704
1419,1584773
1420,1584871
1421,1584886
1422,1584914
1423,1584942
1424,1584954
1425,1585060
1426,1585082
1427,1585131
1428,1585134
1429,1585140
1430,1585183
1431,1585214
1432,1585215
1433,1585316
1434,1585378
1435,1585441
1436,1585577
1437,1585598
1438,1585637
1439,1585687
1440,1585699
1441,1585719
1442,1585852
1443,1585853
1444,1585894
1445,1586037
1446,1586038
1447,1586153
1448,1586194
1449,1586211
1450,1586212
1451,1586214
1452,1586238
1453,1586380
1454,1586381
1455,1586383
1456,1586399
1457,1586400
1458,1586473
1459,1586474
1460,1586489
1461,1586751
1462,1586783
1463,1586795
1464,1586975
1465,1587139
1466,1587324
1467,1587357
1468,1587362
1469,1587555
1470,1587580
1471,1587590
1472,1587591
1473,1587592
1474,1587761
1475,1587860
1476,1587891
1477,1587934
1478,1587967
1479,1588026
1480,1588149
1481,1588227
1482,1588248
1483,1588249
1484,1588323
1485,1588348
1486,1588378
1487,1588443
1488,1588461
1489,1588493
1490,1588506
1491,1588527
1492,1588528
1493,1588724
1494,1588760
1495,1588768
1496,1588868
1497,1588899
1498,1588949
1499,1588987
1500,1589127
1501,1589172
1502,1589224
1503,1589250
1504,1589315
1505,1589367
1506,1589388
1507,1589402
1508,1589412
1509,1589486
1510,1589521
1511,1589541
1512,1589681
1513,1589694
1514,1589699
1515,1589890
1516,1589916
1517,1589917
1518,1589922
1519,1589998
1520,1590177
1521,1590236
1522,1590403
1523,1590419
1524,1590533
1525,1590536
1526,1590543
1527,1590592
1528,1590613
1529,1590664
1530,1590686
1531,1590723
1532,1590732
1533,1590810
1534,1591027
1535,1591110
1536,1591112
1537,1591145
1538,1591153
1539,1591177
1540,1591178
1541,1591179
1542,1591183
1543,1591184
1544,1591239
1545,1591255
1546,1591328
1547,1591351
1548,1591363
1549,1591409
1550,1591637
1551,1591669
1552,1591674
1553,1591740
1554,1591849
1555,1591894
1556,1591895
1557,1591922
1558,1591923
1559,1591959
1560,1591972
1561,1592003
1562,1592052
1563,1592192
1564,1592193
1565,1592248
1566,1592255
1567,1592260
1568,1592338
1569,1592346
1570,1592497
1571,1592527
1572,1592552
1573,1592578
1574,1592639
1575,1592647
1576,1592681
1577,1592729
1578,1592784
1579,1592805
1580,1592840
1581,1592841
1582,1592876
1583,1592883
1584,1592908
1585,1592910
1586,1592967
1587,1593052
1588,1593201
1589,1593253
1590,1593306
1591,1593369
1592,1593372
1593,1593494
1594,1593503
1595,1593505
1596,1593507
1597,1593508
1598,1593514
1599,1593519
1600,1593659
1601,1593691
1602,1593752
1603,1593811
1604,1593822
1605,1593825
1606,1593865
1607,1593886
1608,1593946
1609,1593989
1610,1594041
1611,1594098
1612,1594100
1613,1594125
1614,1594261
1615,1594299
1616,1594386
1617,1594551
1618,1594570
1619,1594584
1620,1594619
1621,1594648
1622,1594651
1623,1594676
1624,1594697
1625,1594807
1626,1594879
1627,1594921
1628,1594941
1629,1595052
1630,1595173
1631,1595174
1632,1595175
1633,1595203
1634,1595268
1635,1595273
1636,1595289
1637,1595395
1638,1595459
1639,1595476
1640,1595491
1641,1595505
1642,1595664
1643,1595686
1644,1595701
1645,1595704
1646,1595705
1647,1595724
1648,1595725
1649,1595731
1650,1595737
1651,1595783
1652,1595784
1653,1595884
1654,1595919
1655,1595966
1656,1595967
1657,1596065
1658,1596102
1659,1596112
1660,1596136
1661,1596324
1662,1596355
1663,1596431
1664,1596477
1665,1596501
1666,1596518
1667,1596594
1668,1596640
1669,1596693
1670,1596696
1671,1596721
1672,1596757
1673,1596759
1674,1596762
1675,1596783
1676,1596828
1677,1596923
1678,1597031
1679,1597072
1680,1597136
1681,1597179
1682,1597255
1683,1597285
1684,1597384
1685,1597411
1686,1597414
1687,1597422
1688,1597536
1689,1597538
1690,1597543
1691,1597671
1692,1597686
1693,1597714
1694,1597716
1695,1597720
1696,1597753
1697,1597762
1698,1597786
1699,1597802
1700,1597903
1701,1597911
1702,1597932
1703,1597984
1704,1598088
1705,1598112
1706,1598126
1707,1598230
1708,1598297
1709,1598311
1710,1598373
1711,1598476
1712,1598522
1713,1598586
1714,1598638
1715,1598640
1716,1598648
1717,1598665
1718,1598746
1719,1598761
1720,1598816
1721,1598818
1722,1598916
1723,1598961
1724,1598987
1725,1598999
1726,1599087
1727,1599229
1728,1599273
1729,1599340
1730,1599353
1731,1599448
1732,1599524
1733,1599532
1734,1599603
1735,1599702
1736,1599736
1737,1599770
1738,1599811
1739,1599824
1740,1599831
1741,1599843
1742,1599885
1743,1599921
1744,1599922
1745,1599991
1746,1600024
1747,1600054
1748,1600125
1749,1600149
1750,1600207
1751,1600241
1752,1600405
1753,1600743
1754,1600744
1755,1600755
1756,1600778
1757,1600825
1758,1600947
1759,1600971
1760,1601057
1761,1601063
1762,1601085
1763,1601114
1764,1601196
1765,1601197
1766,1601227
1767,1601332
1768,1601341
1769,1601402
1770,1601436
1771,1601476
1772,1601523
1773,1601619
1774,1601665
1775,1601755
1776,1601922
1777,1601938
1778,1602001
1779,1602055
1780,1602057
1781,1602071
1782,1602084
1783,1602107
1784,1602157
1785,1602168
1786,1602191
1787,1602385
1788,1602410
1789,1602471
1790,1602495
1791,1602513
1792,1602575
1793,1602644
1794,1602645
1795,1602678
1796,1602698
1797,1602701
1798,1602702
1799,1602703
1800,1602826
1801,1602827
1802,1602853
1803,1602886
1804,1602993
1805,1603017
1806,1603018
1807,1603027
1808,1603068
1809,1603160
1810,1603257
1811,1603335
1812,1603346
1813,1603364
1814,1603394
1815,1603408
1816,1603452
1817,1603498
1818,1603531
1819,1603594
1820,1603663
1821,1603687
1822,1603693
1823,1603694
1824,1603821
1825,1603897
1826,1604138
1827,1604196
1828,1604257
1829,1604270
1830,1604401
1831,1604466
1832,1604539
1833,1604584
1834,1604637
1835,1604657
1836,1604658
1837,1604782
1838,1604783
1839,1604856
1840,1604892
1841,1604893
1842,1604938
1843,1604955
1844,1605015
1845,1605031
1846,1605098
1847,1605165
1848,1605166
1849,1605173
1850,1605258
1851,1605332
1852,1605340
1853,1605341
1854,1605344
1855,1605346
1856,1605366
1857,1605397
1858,1605426
1859,1605440
1860,1605461
1861,1605473
1862,1605477
1863,1605530
1864,1605531
1865,1605596
1866,1605657
1867,1605688
1868,1605715
1869,1605756
1870,1605757
1871,1605820
1872,1605822
1873,1605846
1874,1605868
1875,1605949
1876,1605960
1877,1605981
1878,1606035
1879,1606049
1880,1606100
1881,1606102
1882,1606105
1883,1606160
1884,1606191
1885,1606320
1886,1606473
1887,1606562
1888,1606563
1889,1606627
1890,1606628
1891,1606637
1892,1606666
1893,1606691
1894,1606717
1895,1606776
1896,1606780
1897,1606866
1898,1606872
1899,1606873
1900,1606895
1901,1606921
1902,1606929
1903,1606950
1904,1607000
1905,1607041
1906,1607042
1907,1607066
1908,1607082
1909,1607083
1910,1607259
1911,1607270
1912,1607380
1913,1607390
1914,1607395
1915,1607423
1916,1607424
1917,1607442
1918,1607455
1919,1607459
1920,1607529
1921,1607544
1922,1607645
1923,1607734
1924,1607759
1925,1607785
1926,1607826
1927,1607839
1928,1607866
1929,1607867
1930,1607919
1931,1607973
1932,1607975
1933,1607997
1934,1608013
1935,1608086
1936,1608098
1937,1608119
1938,1608158
1939,1608161
1940,1608191
1941,1608192
1942,1608193
1943,1608209
1944,1608222
1945,1608283
1946,1608320
1947,1608328
1948,1608331
1949,1608341
1950,1608350
1951,1608365
1952,1608372
1953,1608383
1954,1608421
1955,1608431
1956,1608433
1957,1608469
1958,1608479
1959,1608485
1960,1608576
1961,1608583
1962,1608591
1963,1608592
1964,1608626
1965,1608627
1966,1608679
1967,1608683
1968,1608697
1969,1608712
1970,1608715
1971,1608749
1972,1608759
1973,1608806
1974,1608851
1975,1608893
1976,1608894
1977,1608911
1978,1609012
1979,1609013
1980,1609014
1981,1609024
1982,1609034
1983,1609035
1984,1609039
1985,1609106
1986,1609122
1987,1609147
1988,1609176
1989,1609197
1990,1609199
1991,1609259
1992,1609295
1993,1609363
1994,1609381
1995,1609415
1996,1609416
1997,1609474
1998,1609477
1999,1609557
2000,1609564
2001,1609571
2002,1609572
2003,1609601
2004,1609697
2005,1609698
2006,1609778
2007,1609867
2008,1609871
2009,1609914
2010,1609931
2011,1609937
2012,1609995
2013,1610026
2014,1610032
2015,1610044
2016,1610122
2017,1610160
2018,1610161
2019,1610230
2020,1610241
2021,1610248
2022,1610254
2023,1610255
2024,1610292
2025,1610308
2026,1610357
2027,1610371
2028,1610392
2029,1610393
2030,1610413
2031,1610431
2032,1610499
2033,1610530
2034,1610590
2035,1610593
2036,1610594
2037,1610595
2038,1610603
2039,1610611
2040,1610635
2041,1610650
2042,1610678
2043,1610709
2044,1610754
2045,1610797
2046,1610829
2047,1610836
2048,1610853
2049,1610856
2050,1610858
2051,1610864
2052,1610872
2053,1610922
2054,1610945
2055,1610952
2056,1610981
2057,1610993
2058,1611059
2059,1611075
2060,1611108
2061,1611139
2062,1611179
2063,1611181
2064,1611245
2065,1611320
2066,1611330
2067,1611343
2068,1611360
2069,1611371
2070,1611402
2071,1611414
2072,1611450
2073,1611485
2074,1611490
2075,1611534
2076,1611539
2077,1611553
2078,1611570
2079,1611590
2080,1611592
2081,1611593
2082,1611723
2083,1611731
2084,1611842
2085,1611849
2086,1611850
2087,1611857
2088,1611864
2089,1611884
2090,1611942
2091,1612008
2092,1612009
2093,1612035
2094,1612076
2095,1612079
2096,1612114
2097,1612178
2098,1612286
2099,1612312
2100,1612372
2101,1612373
2102,1612374
2103,1612376
2104,1612380
2105,1612480
2106,1612515
2107,1612516
2108,1612522
2109,1612528
2110,1612707
2111,1612772
2112,1612774
2113,1612786
2114,1612790
2115,1612796
2116,1612797
2117,1612798
2118,1612880
2119,1612893
2120,1612903
2121,1612940
2122,1613029
2123,1613039
2124,1613045
2125,1613071
2126,1613121
2127,1613132
2128,1613133
2129,1613137
2130,1613144
2131,1613240
2132,1613296
2133,1613297
2134,1613319
2135,1613366
2136,1613377
2137,1613422
2138,1613427
2139,1613484
2140,1613519
2141,1613522
2142,1613527
2143,1613532
2144,1613533
2145,1613543
2146,1613560
2147,1613600
2148,1613636
2149,1613646
2150,1613748
2151,1613780
2152,1613784
2153,1613788
2154,1613814
2155,1613835
2156,1613899
2157,1613919
2158,1613949
2159,1613977
2160,1613989
2161,1614025
2162,1614039
2163,1614040
2164,1614091
2165,1614095
