,muts
880,922242
881,924200
882,924206
883,924904
884,925044
885,925400
886,925455
887,925523
888,925966
889,926302
890,927124
891,927465
892,927466
893,927775
894,928741
895,928878
896,929581
897,930236
898,930277
899,930909
900,930916
901,930969
902,931626
903,931774
904,932526
905,933623
906,934433
907,934567
908,934863
909,936081
910,936126
911,936463
912,936970
913,936975
914,937063
915,937552
916,938412
917,938570
918,938571
919,938773
920,938838
921,939097
922,939133
923,939359
924,939762
925,939763
926,939895
927,940424
928,941218
929,941315
930,941678
931,941829
932,942316
933,942349
934,942468
935,942528
936,943113
937,943261
938,943689
939,944170
940,944289
941,944625
942,945292
943,945549
944,945722
945,945957
946,946516
947,947229
948,947690
949,947942
950,948360
951,948395
952,948628
953,948673
954,949579
955,949757
956,950051
957,950397
958,950431
959,950603
960,950740
961,951527
962,951649
963,951984
964,952008
965,952961
966,953082
967,953192
968,953465
969,954191
970,954192
971,954216
972,954722
973,955244
974,955349
975,956468
976,957067
977,957807
978,958103
979,958642
980,958670
981,959208
982,959330
983,959588
984,960333
985,960498
986,960683
987,960889
988,961109
989,961413
990,961453
991,962035
992,962144
993,962527
994,962809
995,962901
996,963256
997,964077
998,964432
999,964528
1000,964671
1001,964943
1002,965367
1003,965391
1004,965932
1005,966223
1006,966442
1007,966565
1008,966788
1009,966806
1010,967090
1011,967205
1012,967691
1013,967885
1014,968713
1015,968836
1016,969304
1017,970078
1018,970237
1019,970800
1020,971195
1021,972154
1022,972250
1023,972410
1024,973401
1025,973476
1026,973624
1027,973785
1028,973936
1029,974781
1030,976180
1031,976686
1032,977106
1033,977407
1034,977521
1035,977751
1036,977807
1037,977808
1038,978644
1039,978997
1040,979393
1041,980900
1042,981405
1043,982180
1044,982248
1045,982449
1046,983105
1047,983132
1048,983782
1049,984438
1050,985261
1051,985412
1052,985474
1053,985608
1054,985977
1055,986284
1056,986313
1057,986468
1058,986539
1059,987021
1060,987262
1061,987600
1062,989178
1063,989208
1064,989356
1065,989974
1066,990016
1067,990724
1068,990764
1069,991474
1070,992593
1071,992954
1072,993370
1073,993432
1074,994480
1075,995033
1076,995362
1077,995381
1078,995551
1079,995604
1080,995694
1081,995862
1082,996225
1083,997201
1084,997806
1085,998132
1086,998262
1087,998309
1088,998952
1089,999298
1090,999653
1091,1000352
1092,1001368
1093,1002239
1094,1003453
1095,1003783
1096,1003799
1097,1004047
1098,1004604
1099,1004788
1100,1005667
1101,1005777
1102,1006644
1103,1006860
1104,1006944
1105,1007088
1106,1007354
1107,1007380
1108,1007628
1109,1007643
1110,1007899
1111,1008143
1112,1008185
1113,1008192
1114,1008482
1115,1008776
1116,1009053
1117,1009398
1118,1009413
1119,1009460
1120,1009474
1121,1009755
1122,1009798
1123,1009843
1124,1010281
1125,1010360
1126,1010558
1127,1010700
1128,1010776
1129,1011190
1130,1011305
1131,1012268
1132,1012876
1133,1013272
1134,1013665
1135,1013921
1136,1013997
1137,1014295
1138,1014426
1139,1014484
1140,1014970
1141,1015553
1142,1015887
1143,1016445
1144,1016820
1145,1017027
1146,1017118
1147,1017334
1148,1017981
1149,1018012
1150,1018338
1151,1019312
1152,1019679
1153,1019975
1154,1020446
1155,1021151
1156,1022852
1157,1023748
1158,1024263
1159,1024578
1160,1024985
1161,1025106
1162,1025220
1163,1025373
1164,1025597
1165,1025613
1166,1025746
1167,1026864
1168,1026933
1169,1027008
1170,1027124
1171,1027360
1172,1027498
1173,1027595
1174,1027854
1175,1028572
1176,1028766
1177,1028843
1178,1029902
1179,1030086
1180,1030134
1181,1030279
1182,1030394
1183,1030476
1184,1030517
1185,1030687
1186,1030774
1187,1031223
1188,1031234
1189,1031409
1190,1031775
1191,1032136
1192,1032384
1193,1032682
1194,1032971
1195,1033015
1196,1033263
1197,1033271
1198,1033388
1199,1033548
1200,1033604
1201,1034010
1202,1034169
1203,1034774
1204,1035002
1205,1035091
1206,1035307
1207,1035855
1208,1036096
1209,1036184
1210,1036319
1211,1036405
1212,1036408
1213,1036821
1214,1036856
1215,1036973
1216,1037865
1217,1037970
1218,1038128
1219,1038611
1220,1038674
1221,1038818
1222,1038981
1223,1039386
1224,1039682
1225,1039799
1226,1040088
1227,1040425
1228,1040712
1229,1041359
1230,1041867
1231,1042229
1232,1042608
1233,1042824
1234,1043215
1235,1043792
1236,1043794
1237,1045464
1238,1045515
1239,1046089
1240,1046165
1241,1046275
1242,1047069
1243,1047785
1244,1047906
1245,1048347
1246,1048389
1247,1048436
1248,1049597
1249,1050554
1250,1050705
1251,1050784
1252,1051154
1253,1052812
1254,1053437
1255,1053716
1256,1054328
1257,1054517
1258,1054556
1259,1054628
1260,1055087
1261,1055379
1262,1055465
1263,1055722
1264,1055992
1265,1056002
1266,1056018
1267,1056342
1268,1056368
1269,1057186
1270,1057714
1271,1058040
1272,1058097
1273,1058452
1274,1059509
1275,1059727
1276,1060246
1277,1060470
1278,1061351
1279,1061937
1280,1063269
1281,1063340
1282,1063473
1283,1064006
1284,1064082
1285,1064861
1286,1065411
1287,1065990
1288,1066131
1289,1066182
1290,1066222
1291,1066413
1292,1066693
1293,1066734
1294,1066817
1295,1067018
1296,1067419
1297,1067717
1298,1068408
1299,1068785
1300,1069745
1301,1069978
1302,1069991
1303,1070044
1304,1071280
1305,1071527
1306,1072110
1307,1072132
1308,1072644
1309,1073314
1310,1073470
1311,1073536
1312,1074072
1313,1074165
1314,1074512
1315,1074608
1316,1074698
1317,1074947
1318,1075177
1319,1075261
1320,1075743
1321,1075903
1322,1076218
1323,1076339
1324,1077002
1325,1077310
1326,1077510
1327,1077700
1328,1078024
1329,1078675
1330,1078939
1331,1079218
1332,1079519
1333,1079649
1334,1079850
1335,1080154
1336,1080434
1337,1080774
1338,1080829
1339,1081155
1340,1081357
1341,1082200
1342,1082442
1343,1082764
1344,1083127
1345,1083451
1346,1083711
1347,1084512
1348,1084623
1349,1084801
1350,1084933
1351,1084941
1352,1085394
1353,1085508
1354,1085602
1355,1085610
1356,1086229
1357,1086370
1358,1086442
1359,1086486
1360,1086788
1361,1086955
1362,1087080
1363,1087186
1364,1087671
1365,1088260
1366,1088266
1367,1088650
1368,1088850
1369,1089503
1370,1089840
1371,1090030
1372,1090458
1373,1091814
1374,1092216
1375,1092545
1376,1094254
1377,1094472
1378,1094737
1379,1095188
1380,1095397
1381,1095578
1382,1096123
1383,1096146
1384,1096240
1385,1097308
1386,1097452
1387,1097473
1388,1097670
1389,1097892
1390,1097987
1391,1098242
1392,1098757
1393,1098794
1394,1099186
1395,1099401
1396,1099450
1397,1099652
1398,1100605
1399,1101235
1400,1101515
1401,1101689
1402,1102238
1403,1102835
1404,1103200
1405,1103334
1406,1103387
1407,1103567
1408,1103824
1409,1103904
1410,1104842
1411,1104975
1412,1105142
1413,1105480
1414,1106004
1415,1106197
1416,1106235
1417,1106999
1418,1107099
1419,1107128
1420,1107253
1421,1107453
1422,1107556
1423,1107667
1424,1107685
1425,1107805
1426,1107967
1427,1107973
1428,1108104
1429,1108386
1430,1108415
1431,1108750
1432,1109049
1433,1109081
1434,1109094
1435,1109458
1436,1109735
1437,1110359
1438,1111054
1439,1111153
1440,1111231
1441,1111322
1442,1111760
1443,1112121
1444,1112674
1445,1112771
1446,1113076
1447,1113318
1448,1113413
1449,1113492
1450,1113561
1451,1113749
1452,1113932
1453,1114592
1454,1114707
1455,1114723
1456,1114878
1457,1114902
1458,1115170
1459,1115190
1460,1115341
1461,1115611
1462,1115699
1463,1115871
1464,1115956
1465,1116093
1466,1116206
1467,1116405
1468,1116542
1469,1116601
1470,1116874
1471,1118158
1472,1118295
1473,1118971
1474,1119019
1475,1119605
1476,1119693
1477,1119956
1478,1120629
1479,1120679
1480,1121080
1481,1121095
1482,1121468
1483,1121537
1484,1121689
1485,1121918
1486,1122256
1487,1122269
1488,1122337
1489,1122355
1490,1122659
1491,1122997
1492,1123418
1493,1123594
1494,1123608
1495,1123956
1496,1123984
1497,1124078
1498,1124245
1499,1124333
1500,1124489
1501,1125362
1502,1125537
1503,1125592
1504,1125602
1505,1126335
1506,1126519
1507,1126768
1508,1126943
1509,1127036
1510,1127136
1511,1127281
1512,1127326
1513,1127337
1514,1127620
1515,1127630
1516,1127946
1517,1128137
1518,1128152
1519,1128213
1520,1128350
1521,1128488
1522,1128504
1523,1128712
1524,1128989
1525,1129716
1526,1129879
1527,1130745
1528,1130903
1529,1131207
1530,1131209
1531,1131960
1532,1132063
1533,1132401
1534,1133351
1535,1133387
1536,1133476
1537,1133487
1538,1133859
1539,1133905
1540,1134084
1541,1134118
1542,1134242
1543,1134818
1544,1134895
1545,1134955
1546,1135040
1547,1135416
1548,1135760
1549,1136186
1550,1136441
1551,1137417
1552,1137868
1553,1137931
1554,1137934
1555,1138088
1556,1138259
1557,1138273
1558,1138299
1559,1138460
1560,1138604
1561,1138704
1562,1139197
1563,1139286
1564,1139471
1565,1139981
1566,1140178
1567,1140448
1568,1140672
1569,1140741
1570,1140885
1571,1141155
1572,1141198
1573,1141452
1574,1141707
1575,1142028
1576,1143036
1577,1143264
1578,1143339
1579,1143578
1580,1143635
1581,1144158
1582,1144191
1583,1144237
1584,1144255
1585,1144412
1586,1144451
1587,1144824
1588,1144831
1589,1144974
1590,1145824
1591,1146028
1592,1146128
1593,1146497
1594,1146813
1595,1146963
1596,1147099
1597,1147165
1598,1147252
1599,1147434
1600,1147450
1601,1147586
1602,1148469
1603,1148658
1604,1148685
1605,1148933
1606,1148987
1607,1149188
1608,1149267
1609,1149450
1610,1149569
1611,1150361
1612,1150441
1613,1150745
1614,1150851
1615,1151036
1616,1151189
1617,1151266
1618,1151305
1619,1151431
1620,1151627
1621,1151944
1622,1151945
1623,1151981
1624,1152683
1625,1152886
1626,1152926
1627,1153088
1628,1153246
1629,1153258
1630,1153444
1631,1153737
1632,1153746
1633,1153836
1634,1154204
1635,1154368
1636,1154570
1637,1154712
1638,1154752
1639,1154754
1640,1155090
1641,1155734
1642,1155959
1643,1156061
1644,1156136
1645,1156189
1646,1156450
1647,1156451
1648,1156537
1649,1156586
1650,1156737
1651,1157209
1652,1157244
1653,1157480
1654,1157607
1655,1157803
1656,1158707
1657,1158825
1658,1158949
1659,1159034
1660,1159084
1661,1159376
1662,1159448
1663,1159514
1664,1159583
1665,1159587
1666,1159634
1667,1159696
1668,1160000
1669,1160107
1670,1160599
1671,1160897
1672,1161139
1673,1161448
1674,1161761
1675,1162056
1676,1162077
1677,1162271
1678,1162348
1679,1162368
1680,1163229
1681,1163387
1682,1163511
1683,1163526
1684,1163531
1685,1163677
1686,1163689
1687,1163984
1688,1163993
1689,1164119
1690,1164449
1691,1165029
1692,1165122
1693,1165263
1694,1165468
1695,1166129
1696,1166157
1697,1166240
1698,1166824
1699,1166876
1700,1167280
1701,1167379
1702,1167721
1703,1167773
1704,1168260
1705,1168284
1706,1168527
1707,1168644
1708,1168692
1709,1169140
1710,1169312
1711,1169446
1712,1169469
1713,1169782
1714,1169841
1715,1169998
1716,1170071
1717,1170577
1718,1170877
1719,1171328
1720,1171461
1721,1171559
1722,1171933
1723,1171958
1724,1172666
1725,1173711
1726,1174106
1727,1174270
1728,1174286
1729,1174293
1730,1174317
1731,1174399
1732,1174400
1733,1174517
1734,1174993
1735,1175278
1736,1175390
1737,1175634
1738,1175686
1739,1176162
1740,1176285
1741,1176552
1742,1176772
1743,1176842
1744,1176977
1745,1177122
1746,1177180
1747,1177261
1748,1177395
1749,1178023
1750,1178250
1751,1178321
1752,1178651
1753,1179647
1754,1179689
1755,1180166
1756,1180304
1757,1180418
1758,1180616
1759,1180776
1760,1180820
1761,1180865
1762,1180896
1763,1180907
1764,1181012
1765,1181033
1766,1181238
1767,1181362
1768,1181762
1769,1182078
1770,1182104
1771,1182232
1772,1182301
1773,1182376
1774,1182681
1775,1182756
1776,1183014
1777,1183179
1778,1183387
1779,1183389
1780,1183759
1781,1184248
1782,1184437
1783,1184487
1784,1184735
1785,1184765
1786,1184920
1787,1185078
1788,1185217
1789,1185283
1790,1185630
1791,1185894
1792,1186139
1793,1186332
1794,1186523
1795,1186720
1796,1186745
1797,1187192
1798,1187448
1799,1187495
1800,1187522
1801,1187858
1802,1187975
1803,1187987
1804,1188123
1805,1188271
1806,1188341
1807,1188368
1808,1188369
1809,1188391
1810,1188602
1811,1188692
1812,1188706
1813,1189008
1814,1189169
1815,1189222
1816,1189405
1817,1189482
1818,1189555
1819,1190296
1820,1190476
1821,1190687
1822,1190879
1823,1190880
1824,1190952
1825,1191003
1826,1191015
1827,1191182
1828,1191443
1829,1191927
1830,1192052
1831,1192065
1832,1192102
1833,1192277
1834,1192415
1835,1192525
1836,1192652
1837,1192740
1838,1192923
1839,1192950
1840,1192968
1841,1193044
1842,1193173
1843,1193239
1844,1193433
1845,1193831
1846,1194087
1847,1194190
1848,1194336
1849,1194419
1850,1194517
1851,1195035
1852,1195667
1853,1196165
1854,1196382
1855,1196503
1856,1196651
1857,1196857
1858,1197055
1859,1197124
1860,1197384
1861,1197551
1862,1197591
1863,1198106
1864,1198203
1865,1198403
1866,1198431
1867,1198469
1868,1198566
1869,1198759
1870,1198882
1871,1199140
1872,1199214
1873,1199407
1874,1199534
1875,1199664
1876,1199862
1877,1199895
1878,1200082
1879,1200354
1880,1200540
1881,1200557
1882,1200558
1883,1200608
1884,1200611
1885,1200724
1886,1200878
1887,1201022
1888,1201664
1889,1201761
1890,1201784
1891,1201791
1892,1202004
1893,1202123
1894,1202715
1895,1202723
1896,1203086
1897,1203184
1898,1203282
1899,1203289
1900,1203374
1901,1203457
1902,1203476
1903,1203498
1904,1204119
1905,1204264
1906,1204866
1907,1205087
1908,1205634
1909,1206256
1910,1206330
1911,1206680
1912,1206898
1913,1206998
1914,1207231
1915,1207265
1916,1207295
1917,1207392
1918,1207683
1919,1207703
1920,1208202
1921,1208229
1922,1208312
1923,1208640
1924,1208792
1925,1208939
1926,1208990
1927,1209014
1928,1209026
1929,1209070
1930,1209353
1931,1209480
1932,1209908
1933,1210007
1934,1210009
1935,1210014
1936,1210046
1937,1210707
1938,1210750
1939,1210751
1940,1210784
1941,1211036
1942,1211397
1943,1211458
1944,1211598
1945,1211606
1946,1211920
1947,1211926
1948,1211931
1949,1211953
1950,1212188
1951,1212687
1952,1212727
1953,1213030
1954,1213040
1955,1213043
1956,1213291
1957,1213370
1958,1213397
1959,1213644
1960,1213744
1961,1213774
1962,1214077
1963,1214363
1964,1214396
1965,1214617
1966,1214644
1967,1214710
1968,1214732
1969,1214782
1970,1215234
1971,1215473
1972,1215643
1973,1216010
1974,1216161
1975,1216277
1976,1216344
1977,1216827
1978,1216830
1979,1216840
1980,1216996
1981,1217021
1982,1217022
1983,1217298
1984,1217375
1985,1217459
1986,1217462
1987,1217471
1988,1217572
1989,1217723
1990,1217784
1991,1217932
1992,1218390
1993,1218444
1994,1218705
1995,1218773
1996,1219090
1997,1219513
1998,1219582
1999,1219655
2000,1219710
2001,1219756
2002,1220191
2003,1220200
2004,1220210
2005,1220362
2006,1220398
2007,1220685
2008,1221129
2009,1221160
2010,1221200
2011,1221521
2012,1221648
2013,1221723
2014,1221816
2015,1221873
2016,1221951
2017,1221978
2018,1222036
2019,1222268
2020,1222271
2021,1222383
2022,1222427
2023,1222501
2024,1222788
2025,1222810
2026,1223024
2027,1223351
2028,1223781
2029,1223790
2030,1223808
2031,1223959
2032,1224181
2033,1224441
2034,1224538
2035,1224642
2036,1224693
2037,1224819
2038,1225339
2039,1225344
2040,1225370
2041,1225433
2042,1225581
2043,1225607
2044,1225762
2045,1225846
2046,1225957
2047,1226055
2048,1226147
2049,1226148
2050,1226150
2051,1226241
2052,1226353
2053,1226731
2054,1226796
2055,1227139
2056,1227174
2057,1227319
2058,1227356
2059,1227517
2060,1227669
2061,1227739
2062,1227794
2063,1227925
2064,1228048
2065,1228067
2066,1228083
2067,1228807
2068,1228925
2069,1229049
2070,1229368
2071,1229511
2072,1229519
2073,1229603
2074,1229608
2075,1229708
2076,1230080
2077,1230174
2078,1230354
2079,1230549
2080,1230574
2081,1230787
2082,1230807
2083,1231360
2084,1231457
2085,1231566
2086,1231789
2087,1231821
2088,1231951
2089,1232137
2090,1232459
2091,1232490
2092,1232502
2093,1232674
2094,1232964
2095,1233097
2096,1233318
2097,1233698
2098,1233770
2099,1233824
2100,1233958
2101,1233989
2102,1234050
2103,1234131
2104,1234132
2105,1234147
2106,1234221
2107,1234246
2108,1234290
2109,1234324
2110,1234548
2111,1234857
2112,1234907
2113,1235491
2114,1235492
2115,1235626
2116,1235664
2117,1235925
2118,1236002
2119,1236043
2120,1236132
2121,1236328
2122,1236522
2123,1236735
2124,1236882
2125,1237045
2126,1237095
2127,1237185
2128,1237407
2129,1237525
2130,1237926
2131,1238105
2132,1238127
2133,1238206
2134,1238348
2135,1238875
2136,1238895
2137,1238926
2138,1239077
2139,1239194
2140,1239624
2141,1239940
2142,1240104
2143,1240285
2144,1240402
2145,1240459
2146,1240531
2147,1240941
2148,1240955
2149,1241139
2150,1241256
2151,1241313
2152,1241642
2153,1241990
2154,1242268
2155,1242297
2156,1242732
2157,1243092
2158,1243138
2159,1243282
2160,1243307
2161,1243341
2162,1243377
2163,1243879
2164,1243999
2165,1244128
2166,1244241
2167,1244346
2168,1244385
2169,1244668
2170,1244750
2171,1244778
2172,1244839
2173,1244924
2174,1245185
2175,1245191
2176,1245406
2177,1245691
2178,1245692
2179,1245782
2180,1245798
2181,1245820
2182,1246086
2183,1246257
2184,1246295
2185,1246489
2186,1246702
2187,1246707
2188,1246741
2189,1247100
2190,1247110
2191,1247139
2192,1247252
2193,1247407
2194,1247545
2195,1247553
2196,1247627
2197,1248011
2198,1248038
2199,1248395
2200,1248401
2201,1248564
2202,1248594
2203,1248689
2204,1248755
2205,1248779
2206,1248940
2207,1249045
2208,1249132
2209,1249187
2210,1249212
2211,1249229
2212,1249252
2213,1249264
2214,1249459
2215,1249467
2216,1249495
2217,1249500
2218,1249654
2219,1249669
2220,1249901
2221,1249959
2222,1249982
2223,1250182
2224,1250284
2225,1250414
2226,1250754
2227,1250756
2228,1250799
2229,1250983
2230,1251168
2231,1251940
2232,1252140
2233,1252152
2234,1252168
2235,1252391
2236,1252419
2237,1252503
2238,1252506
2239,1252609
2240,1252833
2241,1252965
2242,1252987
2243,1253354
2244,1253407
2245,1253434
2246,1253650
2247,1253797
2248,1253887
2249,1254087
2250,1254111
2251,1254148
2252,1254270
2253,1254279
2254,1254321
2255,1254426
2256,1254616
2257,1254687
2258,1254775
2259,1254800
2260,1254886
2261,1254986
2262,1255049
2263,1255055
2264,1255088
2265,1255293
2266,1255598
2267,1255781
2268,1255808
2269,1255809
2270,1255861
2271,1255889
2272,1256058
2273,1256210
2274,1256275
2275,1256409
2276,1256908
2277,1257274
2278,1257388
2279,1257594
2280,1257785
2281,1257823
2282,1257960
2283,1258169
2284,1258220
2285,1258262
2286,1258308
2287,1258333
2288,1258478
2289,1258502
2290,1258523
2291,1258751
2292,1258762
2293,1258841
2294,1259008
2295,1259219
2296,1259235
2297,1259244
2298,1259405
2299,1259425
2300,1259528
2301,1259612
2302,1259696
2303,1259768
2304,1259775
2305,1259814
2306,1259944
2307,1260264
2308,1260286
2309,1260482
2310,1260548
